Genero,Tipo_Colegio,Score_Matematicas,Score_Lectura,Score_Ciencias,Score_Total,3_Comidas_por_día,Apoderado_con_estudios_superiores,Internet,estudio_diario,Eval_cont,Psi_evaluacion,uso_digital_escuela,asesoria_parental
Masculino,Publico,384.43629999999996,365.0974,403.4379,384.3238666666666,Si,Si,Si,Si,No,Si,Si,Si
Femenino,Publico,323.0236,301.9631,362.5963,329.1943333333333,Si,No,No,,No,Si,Si,Si
Femenino,Publico,310.6117,278.96750000000003,316.5339,302.03770000000003,Si,No,No,Si,Si,Si,Si,Si
Femenino,Publico,342.23179999999996,309.89119999999997,338.61389999999994,330.2456333333333,No,Si,No,Si,Si,No,Si,Si
Masculino,Publico,342.2128,335.79019999999997,354.35650000000004,344.11983333333336,No,No,No,Si,Si,Si,No,
Femenino,Publico,384.4067,406.04720000000003,377.493,389.3156333333333,No,No,Si,Si,Si,No,Si,Si
Femenino,Privado,293.38349999999997,272.9175,326.374,297.55833333333334,Si,No,Si,No,Si,Si,Si,Si
Masculino,Publico,602.4010999999999,581.4634,590.9996,591.6213666666666,Si,No,Si,Si,No,No,No,No
Femenino,Publico,354.144,375.5394,378.4244,369.36926666666665,Si,No,Si,Si,Si,Si,No,No
Femenino,Publico,322.6438,320.79679999999996,393.62980000000005,345.69013333333334,Si,No,Si,Si,Si,Si,No,Si
Masculino,Publico,524.4667,503.92519999999996,561.3411,529.911,Si,No,Si,No,No,Si,Si,Si
Femenino,Publico,442.72020000000003,389.3314,407.4039,413.15183333333334,Si,Si,Si,Si,Si,No,No,Si
Masculino,Publico,304.03130000000004,298.3939,323.1022,308.5091333333333,No,No,Si,No,No,No,No,Si
Femenino,Publico,347.8179,387.80730000000005,317.12,350.9150666666667,No,No,Si,Si,Si,Si,Si,Si
Masculino,Publico,464.93580000000003,498.3014,531.0164,498.08453333333335,Si,No,No,No,No,Si,Si,Si
Femenino,Privado,402.395,410.3361,381.91439999999994,398.2151666666666,Si,No,No,Si,Si,Si,Si,
Masculino,Publico,347.20709999999997,348.57309999999995,370.4524,355.4108666666666, ,,,,No,Si,Si,Si
Femenino,Publico,283.6726,253.98199999999997,268.40829999999994,268.6876333333333,Si,No,,Si,No,Si,Si,Si
Femenino,Publico,453.2433,484.35429999999997,510.8219,482.80649999999997,Si,Si,Si,Si,No,Si,No,Si
Femenino,Publico,527.5120000000001,555.0586000000001,537.0199,539.8635,Si,Si,Si,Si,Si,Si,Si,Si
Femenino,Privado,378.51189999999997,357.7124,349.09710000000007,361.7738,Si,No,Si,Si,No,Si,Si,Si
Femenino,Publico,350.38289999999995,303.8836,336.6114,330.2926333333333,Si,No,Si,Si,No,Si,Si,Si
Femenino,Privado,467.73909999999995,444.1722,467.0981,459.66979999999995,Si,No,Si,Si,Si,Si,Si,Si
Femenino,Publico,495.91580000000005,557.1639,536.3014,529.7937000000001,Si,No,Si,Si,No,No,Si,Si
Femenino,Publico,367.47619999999995,341.03899999999993,360.6037,356.3729666666666,Si,No,Si,Si,No,Si,Si,Si
Femenino,Publico,409.0047,437.94660000000005,459.39720000000005,435.4495,Si,Si,Si,Si,Si,Si,No,No
Masculino,Publico,354.561,328.648,361.0933,348.1007666666667,Si,No,Si,Si,No,Si,Si,Si
Femenino,Publico,325.2454,387.4732,372.7974,361.8386666666667,Si,No,Si,Si,Si,No,No,Si
Masculino,Publico,284.0848,276.1952,277.66040000000004,279.31346666666667,No,No,Si,No,Si,No,Si,Si
Masculino,Publico,501.72760000000005,520.5027,473.9049999999999,498.7117666666666,Si,Si,Si,Si,Si,Si,Si,Si
Femenino,Publico,309.90369999999996,349.27250000000004,325.42629999999997,328.2008333333333,Si,No,,Si,Si,Si,Si,Si
Femenino,Publico,289.487,300.44079999999997,348.72600000000006,312.88460000000003,No,No,No,Si,Si,Si,Si,No
Femenino,Publico,436.6292,425.2551,451.75460000000004,437.8796333333334,Si,No,Si,Si,No,No,No,No
Masculino,Publico,450.3947,463.0059,463.13679999999994,458.8458,Si,No,Si,No,Si,Si,Si,Si
Femenino,Publico,289.17600000000004,363.26480000000004,275.83820000000003,309.4263333333334,Si,Si,No,Si,Si,No,Si,Si
Masculino,Publico,357.1312,373.8121,407.48130000000003,379.4748666666666,Si,No,Si,Si,No,No,No,No
Masculino,Publico,343.6468,457.36080000000004,361.0164,387.3413333333333,Si,No,Si,Si,No,Si,Si,Si
Masculino,Publico,486.4489,496.9331,464.36500000000007,482.58233333333334,Si,Si,Si,Si,Si,No,Si,Si
Femenino,Publico,424.7236999999999,480.30010000000004,416.7321,440.58529999999996,Si,Si,Si,Si,Si,Si,No,
Masculino,Publico,548.7447,481.1416000000001,480.37390000000005,503.42006666666674,Si,No,Si,Si,No,No,No,Si
Femenino,Publico,341.4566,237.6947,360.6409,313.2640666666667,No,Si,No,Si,No,Si,Si,Si
Femenino,Privado,328.9535,326.97,303.49670000000003,319.8067333333334,Si,No,Si,Si,Si,Si,Si,Si
Femenino,Privado,320.6716,393.15690000000006,357.3172,357.04856666666666,Si,Si,Si,Si,Si,Si,No,
Femenino,Privado,373.9834,422.361,333.82270000000005,376.7223666666667,Si,No,Si,Si,Si,Si,Si,Si
Masculino,Publico,355.1910999999999,400.7974,396.5778,384.18876666666665,Si,No,Si,Si,No,No,Si,
Masculino,Privado,447.2764,542.642,538.2193,509.37923333333333,Si,No,Si,Si,Si,Si,Si,Si
Femenino,Privado,409.3106,430.2243,448.0302,429.1883666666667,Si,Si,Si,No,Si,Si,No,Si
Femenino,Publico,395.782,373.0979,408.6849,392.5216,Si,No,Si,Si,No,No,No,No
Femenino,Publico,310.56419999999997,367.83140000000003,303.2402,327.2119333333333,Si,Si,Si,Si,No,No,Si,No
Masculino,Publico,318.7172999999999,324.9655,337.8243,327.1690333333333,Si,Si,Si,Si,No,No,Si,Si
Masculino,Publico,293.1958000000001,283.0576,276.1141,284.1225,No,Si,No,No,Si,No,Si,Si
Masculino,Privado,430.22880000000004,428.67539999999997,434.5353,431.1465,Si,No,No,Si,No,Si,Si,Si
Femenino,Publico,419.4584,462.01869999999997,364.7126,415.3965666666666,Si,No,Si,Si,Si,Si,Si,
Masculino,Publico,493.6598,526.4057,556.2607,525.4420666666666,Si,Si,Si,Si,No,Si,Si,Si
Femenino,Publico,325.02889999999996,368.8575000000001,312.23030000000006,335.3722333333334,Si,No,No,Si,Si,No,No,No
Masculino,Publico,331.4198,372.13239999999996,311.23490000000004,338.26236666666665,Si,No,Si,Si,Si,Si,Si,Si
Masculino,Privado,284.63579999999996,239.6248,293.412,272.5575333333333,Si,No,Si,Si,Si,Si,Si,No
Masculino,Publico,398.15260000000006,420.8965999999999,428.3857,415.8116333333333,Si,Si,Si,Si,No,No,Si,
Masculino,Privado,370.59189999999995,434.14489999999995,378.4452,394.39399999999995,Si,Si,Si,Si,Si,No,No,Si
Femenino,Publico,376.9654,337.00570000000005,352.7754,355.58216666666664,Si,Si,Si,Si,No,Si,Si,Si
Masculino,Publico,478.7586,533.9327000000001,526.6204,513.1039000000001,Si,Si,Si,Si,No,Si,Si,Si
Femenino,Publico,416.22299999999996,488.8902,445.12960000000004,450.08093333333335,Si,No,Si,Si,Si,Si,Si,Si
Masculino,Publico,423.8575000000001,407.9279,417.2563,416.3472333333334,No,No,Si,Si,No,No,No,No
Femenino,Publico,338.40270000000004,363.3352,362.90489999999994,354.88093333333336,Si,Si,Si,Si,Si,Si,Si,
Masculino,Privado,350.1225,343.1103,349.1782,347.4703333333334,Si,No,No,No,Si,No,No,Si
Masculino,Publico,345.2891,448.29760000000005,441.9026,411.8297666666667,Si,Si,Si,Si,Si,Si,Si,Si
Masculino,Publico,334.9525,356.85119999999995,325.72560000000004,339.1764333333333,No,No,Si,Si,Si,No,No,No
Femenino,Privado,276.67159999999996,256.4315,289.9281,274.3437333333333,99,No,Si,,Si,Si,Si,Si
Masculino,Publico,358.2199,380.04259999999994,351.4337,363.23206666666664,Si,Si,Si,No,Si,Si,No,Si
Masculino,Privado,397.88530000000003,429.933,422.54830000000004,416.7888666666667,Si,No,Si,Si,No,Si,Si,Si
Masculino,Publico,401.7867,367.2223,425.9471,398.3187,No,No,Si,Si,Si,No,No,
Femenino,Publico,509.3834,607.7338000000001,590.7605000000001,569.2925666666667,Si,Si,Si,Si,Si,Si,Si,Si
Masculino,Publico,408.5775,459.37479999999994,302.2559,390.06940000000003,Si,No,Si,Si,Si,Si,Si,No
Masculino,Publico,321.858,349.736,330.3984000000001,333.9974666666667,Si,Si,Si,,Si,Si,No,Si
Masculino,Publico,364.7302,349.3464,383.287,365.78786666666673,Si,No,No,Si,No,No,No,No
Masculino,Publico,443.88319999999993,492.2713,458.8918,465.0154333333333,Si,Si,Si,Si,No,Si,Si,Si
Femenino,Publico,578.6263,551.2076000000001,617.5537,582.4625333333333,Si,Si,Si,Si,No,Si,No,Si
Femenino,Privado,412.4594,403.6936,393.86260000000004,403.3385333333334,Si,No,No,Si,Si,Si,Si,Si
Masculino,Publico,425.6773,465.4835999999999,478.31140000000005,456.4907666666666,Si,No,Si,Si,Si,Si,No,No
Femenino,Privado,479.567,469.0987999999999,474.6809999999999,474.4489333333333,Si,No,Si,No,Si,Si,Si,No
Femenino,Privado,413.9057999999999,421.66270000000003,411.64340000000004,415.73729999999995,Si,No,No,Si,Si,Si,Si,Si
Masculino,Publico,391.98409999999996,454.88710000000003,434.5335,427.1349,Si,No,Si,Si,Si,Si,Si,No
Femenino,Publico,558.2171,520.9377,511.4965,530.2171,Si,No,Si,Si,No,Si,Si,No
Femenino,Publico,445.60450000000003,487.7054,477.28779999999995,470.19923333333327,Si,Si,Si,Si,No,Si,Si,Si
Masculino,Publico,481.06630000000007,463.45140000000004,499.5628,481.36016666666666,Si,No,Si,Si,No,Si,Si,Si
Masculino,Publico,315.195,289.99989999999997,335.2518,313.48223333333334,Si,No,Si,No,No,Si,Si,Si
Femenino,Publico,416.01329999999996,409.32640000000004,476.71669999999995,434.0188,Si,Si,Si,Si,Si,Si,Si,Si
Masculino,Publico,386.99270000000007,401.6381,431.24570000000006,406.6255000000001,Si,Si,Si,No,Si,Si,Si,
Masculino,Publico,324.4701,378.6505,330.1368,344.4191333333333,No,No,No,Si,No,No,No,No
Femenino,Publico,505.5284,560.4369,475.7610000000001,513.9087666666668,Si,No,Si,Si,No,Si,Si,Si
Femenino,Publico,448.06679999999994,417.88710000000003,432.6273,432.8604,Si,Si,Si,Si,Si,Si,Si,Si
Femenino,Publico,422.5331,475.15509999999983,459.4963000000001,452.3948333333333,Si,Si,Si,Si,No,No,No,No
Femenino,Publico,331.88749999999993,312.55830000000003,345.6429,330.02956666666665,Si,No,Si,Si,Si,No,No,
Masculino,Privado,437.8744,442.8348,426.86289999999997,435.8573666666666,Si,,Si,No,Si,Si,Si,Si
Masculino,Publico,521.9975999999999,512.9122,531.6973,522.2023666666666,Si,Si,Si,Si,Si,Si,Si,Si
Masculino,Publico,363.35450000000003,450.87489999999997,388.3965,400.8753,Si,Si,Si,Si,No,Si,Si,
Femenino,Publico,474.1714,507.97169999999994,515.4895,499.2108666666666,Si,No,Si,Si,No,Si,No,
Femenino,Publico,429.55,403.67929999999996,475.1998,436.1430333333333,Si,No,Si,Si,No,Si,No,No
Masculino,Publico,427.4246999999999,463.77979999999997,500.5951999999999,463.93323333333325,Si,No,Si,Si,Si,No,No,No
Masculino,Privado,357.0431,400.44719999999995,412.36409999999995,389.95146666666665,Si,No,No,No,Si,Si,No,Si
Masculino,Publico,485.0571,528.5594,482.7232,498.7799,Si,Si,Si,Si,No,Si,Si,Si
Femenino,Publico,488.38860000000005,551.8883000000001,531.5063,523.9277333333333,Si,Si,Si,Si,No,Si,Si,Si
Femenino,Publico,449.4071,501.9309,441.5156,464.2845333333333,No,Si,Si,Si,No,Si,Si,Si
Masculino,Privado,459.29670000000004,478.80820000000006,533.2233,490.4427333333333,Si,No,Si,No,No,Si,Si,
Masculino,Publico,390.9608,360.43030000000005,416.1016000000001,389.1642333333334,Si,No,Si,No,No,Si,No,Si
Masculino,Publico,343.1857,351.47650000000004,371.23300000000006,355.29839999999996,Si,No,Si,Si,No,No,No,Si
Femenino,Privado,385.70289999999994,418.22400000000005,393.863,399.2633,Si,No,Si,No,No,Si,No,No
Masculino,Privado,381.1706,355.11299999999994,315.4397,350.5744333333334,No,No,Si,No,Si,No,Si,
Femenino,Publico,380.9808,400.0316,417.52389999999997,399.5121,Si,No,Si,Si,No,Si,Si,Si
Masculino,Privado,367.97200000000004,357.45539999999994,430.5396999999999,385.3223666666666,No,No,No,No,Si,Si,Si,Si
Femenino,Publico,524.3163999999999,434.9227000000001,474.0846,477.77456666666666,Si,No,No,Si,No,Si,Si,Si
Masculino,Privado,405.2694,441.51269999999994,415.012,420.59803333333326,Si,Si,Si,Si,Si,No,No,Si
Masculino,Publico,551.4633000000001,565.5187,589.6474999999999,568.8765,Si,No,Si,Si,No,No,Si,
Femenino,Publico,336.47740000000005,357.3177,360.95930000000004,351.58480000000003,No,No,No,Si,No,No,No,No
Femenino,Publico,409.3137,452.4412000000001,442.84170000000006,434.8655333333334,Si,No,Si,Si,No,Si,Si,Si
Masculino,Privado,490.3174000000001,471.5015,497.35929999999996,486.39273333333335,No,No,Si,Si,No,Si,Si,Si
Masculino,Privado,268.5137,253.00720000000007,255.8641,259.12833333333333,Si,No,Si,,Si,No,No,Si
Masculino,Publico,363.4112,400.42089999999996,331.9685,365.26686666666666,Si,Si,Si,No,Si,Si,No,
Femenino,Publico,445.24529999999993,519.2216000000001,492.7981,485.75499999999994,Si,Si,Si,Si,Si,No,Si,Si
Femenino,Publico,368.6648,315.1201,294.9502,326.2450333333333,Si,No,Si,No,No,No,Si,Si
Masculino,Publico,356.4389,404.01400000000007,367.1719,375.87493333333333,No,No,Si,Si,Si,No,No,Si
Masculino,Publico,324.05449999999996,378.91909999999996,345.29810000000003,349.4239,Si,No,Si,,No,Si,No,Si
Femenino,Publico,389.91369999999995,400.8835,445.0401,411.94576666666666,Si,No,Si,Si,No,No,No,
Masculino,Publico,325.9508,355.68459999999993,308.3922,330.00919999999996,99,,No,Si,No,No,No,Si
Femenino,Publico,294.06910000000005,280.908,256.66040000000004,277.21250000000003,No,No,Si,No,Si,No,No,Si
Masculino,Publico,441.1295,444.3077,478.12690000000003,454.52136666666667,Si,Si,Si,No,No,No,No,Si
Masculino,Publico,349.73,317.15119999999996,364.1781,343.6864333333333,Si,No,Si,Si,No,No,Si,No
Masculino,Publico,495.0303,504.4252,487.15989999999994,495.53846666666664,Si,Si,No,Si,Si,No,Si,Si
Masculino,Publico,342.6722,291.5292,264.10630000000003,299.4359,Si,No,Si,No,Si,No,Si,Si
Masculino,Publico,298.79810000000003,328.502,349.68489999999997,325.6616666666667,No,No,Si,Si,Si,Si,Si,Si
Femenino,Publico,280.54280000000006,347.51090000000005,294.5085,307.5207333333334,No,No,Si,Si,Si,Si,Si,
Femenino,Publico,407.7486,469.6707,450.9692999999999,442.7962,Si,No,Si,Si,No,No,No,Si
Masculino,Privado,344.1865,390.1581,418.8139,384.38616666666667,Si,Si,Si,Si,Si,No,No,Si
Femenino,Publico,292.34759999999994,295.4113,270.80519999999996,286.1880333333333,Si,No,Si,Si,No,No,No,Si
Masculino,Publico,460.63329999999996,493.98730000000006,498.8956999999999,484.50543333333326,Si,No,Si,No,Si,Si,No,Si
Masculino,Publico,303.76180000000005,294.58209999999997,349.4579,315.93393333333336,No,No,No,No,Si,No,Si,Si
Femenino,Publico,279.9294,241.4344,345.52059999999994,288.96146666666664,No,No,Si,Si,No,No,Si,Si
Masculino,Publico,309.831,296.1144,329.9181,311.9545,Si,No,Si,Si,No,Si,No,Si
Masculino,Privado,280.05889999999994,213.5402,305.0136,266.2042333333333,Si,No,No,No,Si,No,No,
Femenino,Publico,378.7219,372.49280000000005,406.68100000000004,385.96523333333334,Si,Si,Si,Si,No,No,No,No
Masculino,Privado,353.97529999999995,349.29630000000003,341.4726,348.2480666666667,Si,Si,Si,Si,Si,Si,No,No
Masculino,Publico,375.11109999999996,344.0601,373.6004,364.2572,Si,No,Si,Si,No,No,Si,Si
Femenino,Privado,366.1034,361.42819999999995,318.02740000000006,348.51966666666675,Si,No,Si,Si,No,Si,Si,Si
Masculino,Publico,490.3068,570.3785999999999,482.33029999999997,514.3385666666667,Si,Si,Si,Si,No,Si,Si,Si
Femenino,Publico,431.5398,411.14189999999996,394.51660000000004,412.3994333333333,No,No,Si,No,No,Si,No,Si
Masculino,Publico,425.98150000000004,459.45779999999996,440.07090000000005,441.83673333333337,Si,No,Si,Si,Si,No,Si,Si
Masculino,Privado,326.56620000000004,378.73760000000004,336.7606,347.35480000000007,Si,Si,Si,Si,No,No,No,No
Femenino,Publico,366.1665,456.1438999999999,487.5004,436.6035999999999,99,No,Si,Si,No,Si,No,Si
Femenino,Publico,429.37690000000003,467.94479999999993,473.10450000000003,456.8087333333333,No,No,Si,Si,No,Si,Si,Si
Masculino,Publico,444.0141,450.4994,463.2451,452.5862,Si,No,Si,Si,No,No,No,No
Masculino,Publico,286.38939999999997,294.8425000000001,296.2095,292.48046666666664,Si,No,Si,Si,No,No,Si,Si
Femenino,Publico,412.4627999999999,437.5403,422.7013,424.23479999999995,Si,No,No,Si,Si,No,Si,Si
Femenino,Publico,365.8474,358.2543,399.79150000000004,374.63106666666664,Si,No,No,Si,No,Si,No,Si
Femenino,Publico,389.7098,412.18949999999995,440.4388,414.11269999999996,No,No,Si,Si,Si,No,Si,No
Femenino,Publico,336.9631,323.345,251.1364,303.8148333333333,Si,No,Si,No,No,Si,Si,Si
Femenino,Privado,356.05859999999996,400.52879999999993,397.73300000000006,384.7734666666667,Si,Si,Si,Si,Si,Si,No,
Femenino,Publico,320.9957,346.3896,351.76439999999997,339.71656666666667,No,No,Si,No,No,Si,No,Si
Masculino,Privado,359.78139999999996,414.8836,373.4895,382.7181666666667,Si,No,Si,Si,No,Si,Si,Si
Femenino,Publico,251.40609999999998,237.86190000000002,298.3782,262.54873333333336,No,No,No,Si,No,Si,Si,Si
Masculino,Publico,355.29970000000003,384.85049999999995,333.32800000000003,357.8260666666667,Si,No,Si,Si,No,Si,No,No
Femenino,Publico,401.35810000000004,419.23429999999996,416.0168,412.20306666666664,Si,No,Si,Si,Si,No,Si,Si
Masculino,Publico,389.3381,427.1741,406.8036,407.7719333333334,Si,No,Si,Si,No,No,Si,Si
Femenino,Publico,367.99030000000005,405.40150000000006,363.95539999999994,379.11573333333337,Si,No,,Si,Si,No,No,Si
Masculino,Publico,348.46110000000004,376.34090000000003,384.45400000000006,369.7520000000001,Si,No,Si,No,No,No,Si,Si
Masculino,Publico,279.04650000000004,269.62769999999995,294.77570000000003,281.14996666666667,99,No,Si,No,No,No,Si,Si
Masculino,Privado,383.6248,397.3379,388.91409999999996,389.95893333333333,Si,No,Si,Si,Si,Si,Si,Si
Masculino,Publico,533.0649,597.3104,548.3631,559.5794666666667,Si,Si,Si,No,No,Si,Si,
Masculino,Publico,321.1424,393.1586,400.083,371.46133333333336,Si,No,Si,No,No,Si,No,Si
Femenino,Publico,430.2447,497.21960000000007,515.9176,481.12730000000005,Si,Si,Si,Si,No,No,No,No
Femenino,Publico,376.2118,347.62359999999995,452.66729999999995,392.1675666666667,Si,Si,Si,No,Si,Si,Si,Si
Femenino,Publico,382.2996,374.33880000000005,401.39469999999994,386.0110333333334,Si,No,Si,Si,No,No,Si,Si
Femenino,Publico,363.49069999999995,368.98260000000005,337.38210000000004,356.6184666666666,Si,Si,Si,Si,Si,Si,No,Si
Femenino,Privado,384.04089999999997,393.00100000000003,399.3007,392.1142,Si,No,Si,Si,No,No,Si,Si
Femenino,Publico,295.64039999999994,286.6257,333.649,305.3050333333333,99,No,Si,,Si,No,Si,Si
Femenino,Privado,373.1926000000001,457.69579999999996,401.8554,410.9146,Si,No,No,Si,No,Si,Si,Si
Masculino,Publico,368.4797,388.0729,402.65600000000006,386.4028666666666,No,No,No,Si,Si,Si,Si,Si
Masculino,Publico,348.72919999999993,378.2415,348.12149999999997,358.3640666666666,Si,No,Si,Si,Si,No,No,Si
Masculino,Publico,350.5878,357.7267,361.64079999999996,356.6517666666666,No,No,Si,,Si,Si,Si,Si
Masculino,Privado,413.03899999999993,452.4022,446.89720000000005,437.44613333333336,Si,No,No,Si,Si,No,No,No
Masculino,Publico,357.1496,393.0573,386.16040000000004,378.7891,No,No,Si,Si,Si,No,No,Si
Femenino,Publico,326.5203,325.1239,339.18989999999997,330.2780333333333,No,No,Si,Si,No,No,Si,Si
Femenino,Publico,284.7105,263.8544,290.7973,279.7874,No,No,Si,No,No,Si,No,No
Masculino,Privado,417.1843999999999,454.1201,476.58100000000013,449.2951666666667,Si,No,Si,Si,Si,Si,No,Si
Femenino,Publico,298.9485,261.148,285.336,281.8108333333334,No,No,No,Si,Si,No,No,Si
Masculino,Privado,434.5996,457.0004,474.2393,455.2797666666667,Si,No,Si,Si,Si,Si,Si,Si
Femenino,Publico,537.1084,529.9892,562.1907000000001,543.0961000000001,Si,Si,Si,Si,No,Si,Si,Si
Femenino,Privado,445.8674000000001,509.05969999999996,450.67749999999995,468.5348666666667,Si,No,Si,Si,Si,Si,Si,Si
Femenino,Publico,340.20129999999995,365.35749999999996,405.81010000000003,370.4563,Si,No,Si,Si,No,Si,Si,Si
Masculino,Privado,265.77360000000004,264.01160000000004,245.31010000000006,258.36510000000004,No,Si,Si,No,Si,Si,Si,Si
Masculino,Publico,306.7289,266.3699,300.1430999999999,291.0806333333333,Si,No,Si,,Si,No,Si,Si
Femenino,Publico,331.4602,400.4937,355.18420000000003,362.3793666666667,Si,Si,Si,Si,Si,Si,Si,Si
Masculino,Publico,351.4143000000001,365.51529999999997,381.67929999999996,366.20296666666667,Si,No,Si,Si,Si,Si,Si,Si
Femenino,Publico,347.5534,342.0358,351.9938,347.19433333333336,Si,No,Si,No,Si,No,Si,Si
Masculino,Privado,312.5781,308.611,310.3867,310.5252666666667,No,No,No,Si,No,Si,No,Si
Masculino,Privado,526.5965,596.5287999999999,553.8824999999999,559.0025999999999,Si,No,Si,Si,Si,Si,Si,No
Femenino,Publico,363.4038,389.57550000000003,381.1281,378.03579999999994, ,,,,Si,No,Si,Si
Femenino,Publico,441.0398,366.0366,406.27799999999996,404.45146666666665,Si,Si,Si,No,No,Si,Si,Si
Femenino,Publico,327.5068,274.75290000000007,324.55219999999997,308.9373,No,,No,Si,No,Si,Si,Si
Masculino,Publico,380.79970000000003,405.579,396.5168,394.29850000000005,No,No,No,Si,No,No,No,Si
Femenino,Publico,404.2828,445.1829000000001,458.84469999999993,436.1034666666667,Si,No,Si,Si,No,Si,Si,Si
Femenino,Publico,485.0222,523.5179999999999,478.27469999999994,495.6049666666666,Si,No,Si,No,No,Si,Si,Si
Masculino,Privado,480.51339999999993,569.5905,505.97380000000004,518.6925666666667,Si,No,Si,Si,No,No,No,Si
Femenino,Publico,396.9384,425.44800000000004,426.7664,416.3842666666667,Si,No,Si,Si,No,Si,Si,Si
Femenino,Publico,432.9181,468.99030000000005,485.2147,462.3743666666667,Si,No,Si,Si,Si,No,Si,Si
Femenino,Publico,422.23910000000006,425.3209,485.93770000000006,444.4992333333334,Si,Si,Si,Si,Si,No,Si,Si
Masculino,Publico,461.64669999999995,530.5447,485.02490000000006,492.40543333333335,Si,No,No,Si,No,No,No,No
Masculino,Publico,271.3114,314.7108,302.8816,296.30126666666666,Si,No,No,Si,Si,Si,No,Si
Femenino,Publico,432.72860000000003,376.7634999999999,417.20730000000003,408.89979999999997,Si,No,,Si,Si,Si,No,Si
Masculino,Publico,353.38559999999995,347.65729999999996,387.105,362.71596666666665,Si,No,No,No,No,No,No,
Femenino,Publico,290.77310000000006,344.2613,355.74850000000004,330.26096666666666,No,No,Si,Si,Si,Si,No,Si
Masculino,Publico,397.0163,389.063,373.28740000000005,386.4555666666667,Si,Si,Si,No,No,No,No,No
